author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Lal C. Godara,Cellular Systems.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043846,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#Godara08,,,,,,,,,
"Mitja Stular, Saso Tomazic, Anton Umek",Multiple Access Techniques.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043580,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#StularTU08,,,,,,,,,
Debra S. Herrmann,Common Criteria: IT Security Evaluation.,,2011,,https://doi.org/10.1081/E-EIA-120046535,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Herrmann11,,,,,reference/tf/2011eia,,,,
Andres Llana Jr.,Application Service Providers: Information Assurance Considerations.,,2011,,https://doi.org/10.1081/E-EIA-120046705,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Llana11,,,,,reference/tf/2011eia,,,,
Franjo Majstor,End Node Security and Network Access Management.,,2011,,https://doi.org/10.1081/E-EIA-120046281,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Majstor11,,,,,reference/tf/2011eia,,,,
"Abdulmotaleb El-Saddik, Andrew Roczniak",Mobile P2P: Data Retrieval and Caching.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043570,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#El-SaddikR08,,,,,,,,,
"Mihaela Cardei, Jamil Ibriq, Mohammad Ilyas, Imad Mahgoub",Wireless Sensor Networks (WSNs): Key Management Schemes.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043749,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#CardeiIIM08,,,,,,,,,
James S. Tiller,Virtual Private Networks (VPNs): Leverage.,,2011,,https://doi.org/10.1081/E-EIA-120046388,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Tiller11e,,,,,reference/tf/2011eia,,,,
William Stallings,E-Mail: Pretty Good Privacy.,,2011,,https://doi.org/10.1081/E-EIA-120046549,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Stallings11,,,,,reference/tf/2011eia,,,,
Igor D. D. Curcio,Multimedia Streaming: Mobile Networks.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043899,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#Curcio08b,,,,,,,,,
William Stackpole,IP Security Protocol Working Group (IPSec).,,2011,,https://doi.org/10.1081/E-EIA-120046372,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Stackpole11b,,,,,reference/tf/2011eia,,,,
"Mihaela Cardei, Yinying Yang",Wireless Sensor Networks (WSNs): Heterogeneous Networks.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043475,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#CardeiY08,,,,,,,,,
Robert B. Batie Jr.,DoD Information Assurance Certification and Accreditation Process (DIACAP).,,2011,,https://doi.org/10.1081/E-EIA-120045493,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Batie11,,,,,reference/tf/2011eia,,,,
Ramakrishna Janaswamy,Wireless Communications: Spatial Diversity.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043855,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#Janaswamy08,,,,,,,,,
Franjo Majstor,Wireless Local Area Networks (WLANs): Security.,,2011,,https://doi.org/10.1081/E-EIA-120046321,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Majstor11c,,,,,reference/tf/2011eia,,,,
"Watit Benjapolakul, Andrianus Yofy",Mobile IP.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043434,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#BenjapolakulY08,,,,,,,,,
Jim Appleyard,Information Classification.,,2011,,https://doi.org/10.1081/E-EIA-120046551,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Appleyard11,,,,,reference/tf/2011eia,,,,
Robby Fussell,Adaptable Protocol Framework.,,2011,,https://doi.org/10.1081/E-EIA-120046274,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Fussell11,,,,,reference/tf/2011eia,,,,
"Mollie E. Krehnke, D. K. Bradley",Data Warehouses: Datamarts and.,,2011,,https://doi.org/10.1081/E-EIA-120046722,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#KrehnkeB11,,,,,reference/tf/2011eia,,,,
Chris Hare,Controls: CISSP and Common Body of Knowledge (CBK).,,2011,,https://doi.org/10.1081/E-EIA-120046296,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Hare11a,,,,,reference/tf/2011eia,,,,
William Tompkins,Management Commitment.,,2011,,https://doi.org/10.1081/E-EIA-120046584,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Tompkins11,,,,,reference/tf/2011eia,,,,
Chris Hare,Policy Development: Needs.,,2011,,https://doi.org/10.1081/E-EIA-120046593,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Hare11g,,,,,reference/tf/2011eia,,,,
Thomas R. Peltier,Awareness and Training: Program Elements.,,2011,,https://doi.org/10.1081/E-EIA-120046600,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Peltier11,,,,,reference/tf/2011eia,,,,
"Ken M. Shaurette, Thomas J. Schleppenbach",Spyware.,,2011,,https://doi.org/10.1081/E-EIA-120046854,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#ShauretteS11b,,,,,reference/tf/2011eia,,,,
Rebecca Herold,"Privacy Breaches: Policies, Procedures, and Notification.",,2011,,https://doi.org/10.1081/E-EIA-120046594,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Herold11d,,,,,reference/tf/2011eia,,,,
Samantha Thomas,Risk Assessment.,,2011,,https://doi.org/10.1081/E-EIA-120046557,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Thomas11a,,,,,reference/tf/2011eia,,,,
"Christine T. Cheng, Ravi Jain, Eric van den Berg",Mobile Wireless Systems: Location Prediction Algorithms.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043908,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#ChengJB08,,,,,,,,,
William Stackpole,Application Layer Security: Network Protocols.,,2011,,https://doi.org/10.1081/E-EIA-120046354,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Stackpole11,,,,,reference/tf/2011eia,,,,
George G. McBride,Software Development Lifecycles: Security Assessments.,,2011,,https://doi.org/10.1081/E-EIA-120046744,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#McBride11b,,,,,reference/tf/2011eia,,,,
Alex Golod,Access Controls: PKI-Based.,,2011,,https://doi.org/10.1081/E-EIA-120046271,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Golod11,,,,,reference/tf/2011eia,,,,
Ed Skoudis,Hackers: Attacks and Defenses.,,2011,,https://doi.org/10.1081/E-EIA-120046285,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Skoudis11,,,,,reference/tf/2011eia,,,,
Carl B. Jackson,Business Continuity Planning: Evolution in Response to Major News Events.,,2011,,https://doi.org/10.1081/E-EIA-120046817,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Jackson11c,,,,,reference/tf/2011eia,,,,
"Gopal Racherla, Sridhar Radhakrishnan",Rerouting Schemes: Performance Evaluation.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043910,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#RacherlaR08a,,,,,,,,,
Ed Skoudis,Hackers: Tools and Techniques.,,2011,,https://doi.org/10.1081/E-EIA-120046287,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Skoudis11b,,,,,reference/tf/2011eia,,,,
Sean M. Price,Information Flow: Selecting Countermeasures.,,2011,,https://doi.org/10.1081/E-EIA-120046874,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Price11c,,,,,reference/tf/2011eia,,,,
"Pedro Cuenca 0001, Francisco Micó, Luis Orozco-Barbosa, José Villalón",IEEE 802.11 Wireless LANs (WLANs): Quality of Service (QoS) Support.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043587,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#CuencaMOV08,,,,,,,,,
Susan D. Hansche,Awareness and Training: Appendices.,,2011,,https://doi.org/10.1081/E-EIA-120046603,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Hansche11a,,,,,reference/tf/2011eia,,,,
Ken Doughty,Business Continuity Planning: Strategy Selection.,,2011,,https://doi.org/10.1081/E-EIA-120046820,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Doughty11a,,,,,reference/tf/2011eia,,,,
"Lajos Hanzo, Lie-Liang Yang",Wireless Transceivers: Near-Instantaneously Adaptive.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043955,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#HanzoY08,,,,,,,,,
,Glossary.,,2011,,https://doi.org/10.1081/E-EIA-120047376,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#X11,,,,,reference/tf/2011eia,,,,
Ralph Spencer Poore,Information Security Governance: Basic Corporate Organization.,,2011,,https://doi.org/10.1081/E-EIA-120046537,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Poore11d,,,,,reference/tf/2011eia,,,,
Jeff Misrahi,Business Partnerships: Validation.,,2011,,https://doi.org/10.1081/E-EIA-120046541,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Misrahi11,,,,,reference/tf/2011eia,,,,
"Watit Benjapolakul, Wasimon Panichpattanakul",Mobile Communications: Power Control.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043436,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#BenjapolakulP08,,,,,,,,,
"Ahmed Badi, Imad Mahgoub",Wireless Sensor Networks (WSNs): Optimization of the OSI Network Stack for Energy Efficiency.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043808,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#BadiM08,,,,,,,,,
Edward H. Freeman,Privacy: Legal Issues.,,2011,,https://doi.org/10.1081/E-EIA-120046306,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Freeman11b,,,,,reference/tf/2011eia,,,,
"Peter Han Joo Chong, Qijie Gao, Xue Jun Li",Multihop Cellular Network Architectures.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043575,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#ChongGL08,,,,,,,,,
Donald R. Richards,Biometrics: Identification.,,2011,,https://doi.org/10.1081/E-EIA-120046276,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Richards11,,,,,reference/tf/2011eia,,,,
James S. Mitts,Business Continuity Management: Testing.,,2011,,https://doi.org/10.1081/E-EIA-120046821,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Mitts11,,,,,reference/tf/2011eia,,,,
Ben Rothke,Common Criteria.,,2011,,https://doi.org/10.1081/E-EIA-120046536,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Rothke11a,,,,,reference/tf/2011eia,,,,
Jenq-Shiou Leu,Mobile Services.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043572,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#Leu08,,,,,,,,,
"Syed Ahson, Mohammad Ilyas",Smart Phones.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043601,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#AhsonI08,,,,,,,,,
Lynda L. McGhie,Web Services.,,2011,,https://doi.org/10.1081/E-EIA-120046397,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#McGhie11d,,,,,reference/tf/2011eia,,,,
Gerald L. Kovacich,Information Warfare.,,2011,,https://doi.org/10.1081/E-EIA-120046776,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Kovacich11,,,,,reference/tf/2011eia,,,,
"Dharma P. Agrawal, Ratnabali Biswas, Aditya Gupta, Neha Jain 0001, Anindo Mukherjee, Sandhya Sekhar",Wireless Sensor Networks (WSNs): Routing.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043929,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#AgrawalBGJMS08b,,,,,,,,,
Raymond Steele,Microcells.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043938,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#Steele08a,,,,,,,,,
Christopher A. Pilewski,Computer Crime.,,2011,,https://doi.org/10.1081/E-EIA-120046826,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Pilewski11,,,,,reference/tf/2011eia,,,,
Al Bredenberg,E-Mail: Spam.,,2011,,https://doi.org/10.1081/E-EIA-120046363,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Bredenberg11,,,,,reference/tf/2011eia,,,,
Mano Paul,Format String Vulnerabilities.,,2011,,https://doi.org/10.1081/E-EIA-120046572,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Paul11a,,,,,reference/tf/2011eia,,,,
"Jobaida Begum, Vojislav B. Misic",IEEE 802.15.4: MAC Layer Attacks in Sensor Clusters.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043564,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#BegumM08,,,,,,,,,
"Ian Lim, Ioana V. Bazavan",System Development Security: Methodology.,,2011,,https://doi.org/10.1081/E-EIA-120046747,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#LimB11,,,,,reference/tf/2011eia,,,,
Robby Fussell,Intelligent Agents: Network Security.,,2011,,https://doi.org/10.1081/E-EIA-120046294,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Fussell11a,,,,,reference/tf/2011eia,,,,
"Alan C. Bovik, Robert W. Heath Jr., Muhammad Farooq Sabir",Image and Video Communication: Power Optimized.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043497,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#BovikHS08a,,,,,,,,,
James S. Tiller,Virtual Private Networks (VPNs).,,2011,,https://doi.org/10.1081/E-EIA-120046387,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Tiller11d,,,,,reference/tf/2011eia,,,,
Chris Hare,Simple Network Management Protocol (SNMP).,,2011,,https://doi.org/10.1081/E-EIA-120046385,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Hare11j,,,,,reference/tf/2011eia,,,,
Ed Skoudis,Uniform Resource Locators (URLs): Obscuring.,,2011,,https://doi.org/10.1081/E-EIA-120046857,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Skoudis11e,,,,,reference/tf/2011eia,,,,
Christopher Steinke,Physical Security.,,2011,,https://doi.org/10.1081/E-EIA-120046881,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Steinke11,,,,,reference/tf/2011eia,,,,
Ralph Spencer Poore,Cryptography: Transitions.,,2011,,https://doi.org/10.1081/E-EIA-120046720,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Poore11b,,,,,reference/tf/2011eia,,,,
Sanford Sherizen,Management Compliance: Confidential Information.,,2011,,https://doi.org/10.1081/E-EIA-120046585,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Sherizen11,,,,,reference/tf/2011eia,,,,
Keith Pasley,Virtual Private Networks (VPNs): Deployment and Evaluation Strategy.,,2011,,https://doi.org/10.1081/E-EIA-120046395,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Pasley11b,,,,,reference/tf/2011eia,,,,
"Marcus Rogers, Sean C. Leshney",Virtualization and Digital Investigations.,,2011,,https://doi.org/10.1081/E-EIA-120046858,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#RogersL11,,,,,reference/tf/2011eia,,,,
"Douglas C. Merrill, Eran Feigenbaum",Public Key Infrastructure (PKI): E-Business.,,2011,,https://doi.org/10.1081/E-EIA-120046792,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#MerrillF11,,,,,reference/tf/2011eia,,,,
Craig A. Schiller,Malicious Code: Quasi-Intelligence.,,2011,,https://doi.org/10.1081/E-EIA-120046555,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Schiller11a,,,,,reference/tf/2011eia,,,,
"Gopal Racherla, Sridhar Radhakrishnan",Cellular Data Networks: Handoff and Rerouting.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043909,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#RacherlaR08,,,,,,,,,
Satnam Purewal,PeopleSoft Security.,,2011,,https://doi.org/10.1081/E-EIA-120046740,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Purewal11,,,,,reference/tf/2011eia,,,,
Don Evans,Systems Integrity Engineering: Interoperable Risk Accountability Concepts.,,2011,,https://doi.org/10.1081/E-EIA-120046894,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Evans11a,,,,,reference/tf/2011eia,,,,
William A. Yarberry Jr.,Telephony Systems: Auditing.,,2011,,https://doi.org/10.1081/E-EIA-120046517,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Yarberry11a,,,,,reference/tf/2011eia,,,,
Ben Rothke,Pod Slurping: Concepts.,,2011,,https://doi.org/10.1081/E-EIA-120046553,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Rothke11g,,,,,reference/tf/2011eia,,,,
"William T. Harding, Anita J. Reed, Robert L. Gray",Cookies and Web Bugs.,,2011,,https://doi.org/10.1081/E-EIA-120046359,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#HardingRG11,,,,,reference/tf/2011eia,,,,
Christopher A. Pilewski,Wireless Penetration Testing.,,2011,,https://doi.org/10.1081/E-EIA-120046516,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Pilewski11e,,,,,reference/tf/2011eia,,,,
"Mehri Mehrjoo, Xuemin Sherman Shen",IEEE 802.16 Wireless Metropolitan Area Networks (WMANs): Resource Management.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043594,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#MehrjooS08,,,,,,,,,
"Patroklos G. Argyroudis, Donal O'Mahony",Ad Hoc Networks: Security.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043166,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#ArgyroudisO08,,,,,,,,,
Valene Skerpac,Voice Communications: Voice-over-Internet (VoI).,,2011,,https://doi.org/10.1081/E-EIA-120046513,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Skerpac11,,,,,reference/tf/2011eia,,,,
Carl B. Jackson,Business Impact Analysis: Business Process Mapping.,,2011,,https://doi.org/10.1081/E-EIA-120046822,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Jackson11e,,,,,reference/tf/2011eia,,,,
"Thomas M. Chen, Nhut Nguyen",Authentication and Privacy.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043167,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#ChenN08,,,,,,,,,
George G. McBride,Mobile Data Security.,,2011,,https://doi.org/10.1081/E-EIA-120046298,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#McBride11a,,,,,reference/tf/2011eia,,,,
Kevin Henry 0001,Business Continuity Planning: Collaborative Approach.,,2011,,https://doi.org/10.1081/E-EIA-120046815,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Henry11b,,,,,reference/tf/2011eia,,,,
Franjo Majstor,Wireless Local Area Networks (WLANs).,,2011,,https://doi.org/10.1081/E-EIA-120046401,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Majstor11b,,,,,reference/tf/2011eia,,,,
"Laurence B. Milstein, Marvin K. Simon",Spread Spectrum Communications.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043935,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#MilsteinS08,,,,,,,,,
Ron Moritz,Internet Mobile Code.,,2011,,https://doi.org/10.1081/E-EIA-120046728,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Moritz11,,,,,reference/tf/2011eia,,,,
"Alexandros Kaloxylos, George Lampropoulos, Lazaros F. Merakos, Nikos I. Passas",Integrated Wireless LANs (WLANs) and Cellular Networks: Managing Handovers.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043482,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#KaloxylosLMP08,,,,,,,,,
Stephen D. Fried,Application Service Providers: Secure Relationships.,,2011,,https://doi.org/10.1081/E-EIA-120046704,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Fried11,,,,,reference/tf/2011eia,,,,
Bill Lipiczky,Voice over WLAN.,,2011,,https://doi.org/10.1081/E-EIA-120046391,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Lipiczky11,,,,,reference/tf/2011eia,,,,
George N. Aggélou,Gsm.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043892,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#Aggelou08,,,,,,,,,
Todd Fitzgerald,Management Commitment: Security Councils.,,2011,,https://doi.org/10.1081/E-EIA-120046539,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Fitzgerald11d,,,,,reference/tf/2011eia,,,,
"Vassilios N. Koukoulidis, Mehul Shah",Unlicensed Mobile Access: Architecture and Protocols.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043504,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#KoukoulidisS08,,,,,,,,,
"Mourad Debbabi, Marc-André Laverdière, Azzam Mourad, Syrine Tlili",Wireless Applications: Middleware Security.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043598,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#DebbabiLMT08,,,,,,,,,
"Jyri Hämäläinen, Markku Kuusela, Kari Pajukoski, Esa Tiirola, Risto Wichman",Packet Access: High-Speed Downlink.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043957,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#HamalainenKPTW08,,,,,,,,,
"Imad Mahgoub, Predrag Maksimovic",Mobile Games: Multiplayer.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043579,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#MahgoubM08,,,,,,,,,
"John F. Buford, Heather Yu",P2P: Overlay Multicast.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043583,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#BufordY08,,,,,,,,,
Lynda L. McGhie,Health Insurance Portability and Accountability Act (HIPAA).,,2011,,https://doi.org/10.1081/E-EIA-120046838,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#McGhie11,,,,,reference/tf/2011eia,,,,
"Bala Rajagopalan, Daniel Reininger",Wireless Asynchronous Transfer Mode (ATM): Mobility Management.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043952,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#RajagopalanR08,,,,,,,,,
James Trulove,Broadband Internet Access.,,2011,,https://doi.org/10.1081/E-EIA-120046356,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Trulove11,,,,,reference/tf/2011eia,,,,
William Hugh Murray,System Design Flaws.,,2011,,https://doi.org/10.1081/E-EIA-120046798,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Murray11e,,,,,reference/tf/2011eia,,,,
Robby Fussell,Next-Generation Security Application Development.,,2011,,https://doi.org/10.1081/E-EIA-120046734,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Fussell11b,,,,,reference/tf/2011eia,,,,
"Jian Feng, King-Man Ho, Kwok-Tung Lo",Media Streaming: Transmission Strategies in P2P Networks.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043605,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#FengHL08,,,,,,,,,
William Hugh Murray,Ownership and Custody of Data.,,2011,,https://doi.org/10.1081/E-EIA-120046589,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Murray11d,,,,,reference/tf/2011eia,,,,
"Grega Jakus, Saso Tomazic",Long Term Evolution (LTE) of Mobile Radio Communications.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120046006,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#JakusT08,,,,,,,,,
Keith Pasley,Application Layer Security.,,2011,,https://doi.org/10.1081/E-EIA-120046353,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Pasley11,,,,,reference/tf/2011eia,,,,
"S. P. T. Krishnan, Bharadwaj Veeravalli, Lawrence W. C. Wong",Wireless LANs (WLANs): Security and Privacy.,,2008,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043609,,Encyclopedia of Wireless and Mobile Communications,,,,,,db/reference/tf/ewmc2008.html#KrishnanVW08,,,,,,,,,
"Bonnie A. Goins Pilewski, Christopher A. Pilewski",Network Security.,,2011,,https://doi.org/10.1081/E-EIA-120046299,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#PilewskiP11b,,,,,reference/tf/2011eia,,,,
Stephen D. Fried,Penetration Testing: Policies.,,2011,,https://doi.org/10.1081/E-EIA-120046304,,Encyclopedia of Information Assurance,,,,,,db/reference/tf/eia2011.html#Fried11d,,,,,reference/tf/2011eia,,,,
